County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference,New York Zip Codes 2,Counties 2,NYS Municipal Boundaries 2
MONROE,645427,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BAUMANS FARM MARKET LLC,JAMES AND BARBARA BAUMAN,585-671-2820,1340,FIVE MILE LINE ROAD,,,WEBSTER,NY,14580,"{'type': 'Point', 'coordinates': [-77.474742, 43.184346]}",418,2093,541
FRANKLIN,645145,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ADK GROWERS LLC,GARY PECORE,315-328-4482,,ROUTE 11,,,MALONE,NY,12953,"{'type': 'Point', 'coordinates': [-74.270547, 44.785967]}",278,621,182
ERIE,140552,Nursery Stock Only,10 Acres or Less,,NATURAL LANDWORKS,ZYWICZYNSKI MARK AND JASON,716-537-2927,,WARNER GULF ROAD FARM,,,SARDINIA,NY,14030,"{'type': 'Point', 'coordinates': [-78.500665, 42.563265]}",494,2041,281
TIOGA,645013,Nursery Stock Only,10 Acres or Less,,FROSTY MORNING TREE FARM,DALE WESTON,607-589-4927,,SABIN ROAD,,,SPENCER,NY,14883,"{'type': 'Point', 'coordinates': [-76.484279, 42.244555000000005]}",914,630,51
SUFFOLK,645847,Nursery Stock Only,10 Acres or Less,,SUSAN ALIPERTI,SUSAN ALIPERTI,516-330-8914,1021,PARK AVENUE,,,HUNTINGTON,NY,11743,"{'type': 'Point', 'coordinates': [-73.368742, 40.840635]}",1120,2179,1020
SARATOGA,411447,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-627-4260,1227,WEST GALWAY ROAD,,,HAGAMAN,NY,12086,"{'type': 'Point', 'coordinates': [-74.083385, 43.005299]}",1231,2141,1005
ONEIDA,300494,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GEORGES FARM PRODUCTS INC,GEORGES FARM PRODUCTS INC,315-853-5547,160,KIRKLAND AVE,,,CLINTON,NY,13323,"{'type': 'Point', 'coordinates': [-75.375602, 43.07464300000001]}",537,625,925
WYOMING,646054,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",THE VINTAGE COW FARMERS MARKET,DANA CHAMBERLAIN & KATIE CARPENTER,,11105,ALEXANDER ROAD,,,ATTICA,NY,14011,"{'type': 'Point', 'coordinates': [-78.269331, 42.875513]}",486,2086,794
PUTNAM,645737,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GARRISON HOME & GARDEN,CHRISTINE COLASURDO,845-656-3488,1130,ROUTE 90,,,GARRISON,NY,10524,"{'type': 'Point', 'coordinates': [-73.90933139999999, 41.33330360000008]}",1246,627,100
CHAUTAUQUA,61905,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AIRPORT HILL GREENHOUSE AND FARM,TATE PAUL A,716-484-7213,3407,NORTH MAIN STREET EXTENSION,,,JAMESTOWN,NY,14701,"{'type': 'Point', 'coordinates': [-79.241179, 42.148089]}",1687,2035,214
ERIE,147109,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SPRINGVILLE GRIFFITH INSTITUTE CSD,WRIGHT VICKI - SUPERINTENDENT,716-592-3202,290,N BUFFALO,,,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.665405, 42.51652]}",5,2041,294
BROOME,36611,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",NORTH WINDSOR BERRIES,TITUS LINDA,607-655-2074,1609,STATE ROUTE 79,,,WINDSOR,NY,13865,"{'type': 'Point', 'coordinates': [-75.641682, 42.094039]}",474,2033,936
ULSTER,512868,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TAYLOR GREENHOUSES,TAYLOR LAINE,845-255-5254,15,NORTH OHIOVILLE ROAD,,,NEW PALTZ,NY,12561,"{'type': 'Point', 'coordinates': [-74.05592, 41.742804]}",989,2182,416
MADISON,645707,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTHEAST AGAVE,MICHAEL WALSH,315-240-1670,3425,TINKER HOLLOW ROAD,,,MADISON,NY,13402,"{'type': 'Point', 'coordinates': [-75.459357, 42.889291]}",573,2092,134
STEUBEN,467072,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STOLTZFUS GARDENS,STOLTZFUS RUDOLPH & KATE,,7569,HARDSCRABBLE ROAD,,,ADDISON,NY,14801,"{'type': 'Point', 'coordinates': [-77.261618, 42.098254]}",1748,2178,48
MONROE,264065,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MARLOW ORCHIDS LLC,MARLOW JAMES,585-889-7083,2272,SCOTTSVILLE ROAD,,,SCOTTSVILLE,NY,14546,"{'type': 'Point', 'coordinates': [-77.706307, 43.067099]}",404,2093,552
WASHINGTON,531439,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY POWER PRODUCTS INC,JOHN RIEGER,518-692-1015,2339,STATE ROUTE 40,,,GREENWICH,NY,12834,"{'type': 'Point', 'coordinates': [-73.529049, 43.092588]}",96,2184,728
SUFFOLK,474243,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",DAISY GARDEN CORP,DAISY GARDEN CORPORATION,631-363-2708,18,PARK AVENUE,,,BLUE POINT,NY,11715,"{'type': 'Point', 'coordinates': [-73.03458, 40.762855]}",1072,2179,1022
MADISON,645372,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BROWNSON FAMILY FARM,JAMES BROWNSON,315-656-2025,8149,KIRKVILLE-BRIDGEPORT ROAD,,,KIRKVILLE,NY,13082,"{'type': 'Point', 'coordinates': [-75.965479, 43.083893]}",633,2132,696
CHENANGO,644645,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",RIVERSIDE FARM,DANIEL J. STOLTZFUS,607-435-5483,2702,STATE HWY 7,,,BAINBRIDGE,NY,13733,"{'type': 'Point', 'coordinates': [-75.440656, 42.301097]}",1628,2037,274
SUFFOLK,476705,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GABRIELSENS CTRY PT FRM,GABRIELSEN GEORGE,631-722-5922,1299,MAIN ROAD,,,JAMESPORT,NY,11947,"{'type': 'Point', 'coordinates': [-72.593425, 40.947688]}",1530,2179,1017
ONTARIO,644681,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FRUITION SEEDS LLC,PETRA PAGE-MANN,,7921,HICKORY BOTTOM RD,,,NAPLES,NY,14512,"{'type': 'Point', 'coordinates': [-77.436364, 42.629913]}",323,2133,804
SUFFOLK,475387,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HIDDEN RIDGE PLANTS,ERDMANN WILLIAM,631-924-1513,441,RANDALL ROAD,,,RIDGE,NY,11961,"{'type': 'Point', 'coordinates': [-72.888404, 40.901029]}",1644,2179,1022
TOMPKINS,645535,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LARCHWOOD FARMS,STEVE CRISPELL JR.,607-227-2298,3024,SLATERVILLE ROAD,,,BROOKTONDALE,NY,14817,"{'type': 'Point', 'coordinates': [-76.31949, 42.38587]}",1763,2181,714
NIAGARA,292986,Nursery Stock Only,11-100 Acres,,STEDMAN OLD FRM NUR INC,STEDMAN OLD FARM NURSERIES INC,716-778-8540,,TRANSIT RD FARM-TRANSIT ROAD,,,NEWFANE,NY,14108,"{'type': 'Point', 'coordinates': [-78.718267, 43.267993]}",936,2131,161
SCHOHARIE,644736,Nursery Stock Only,10 Acres or Less,,VAN-DALE FARMS,EARL VAN WORMER,518-868-9304,1391,GROVENORS CORNERS RD,,,CENTRAL BRIDGE,NY,12035,"{'type': 'Point', 'coordinates': [-74.363934, 42.72436600000001]}",1235,629,167
ONTARIO,644668,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEAVER'S FARM MARKET,JOEL WEAVER,585-554-6569,4100,POWELL ROAD,,,CANANDAIGUA,NY,14424,"{'type': 'Point', 'coordinates': [-77.219897, 42.821718]}",178,2133,807
ULSTER,515271,Nursery Stock Only,101 Acres or More,,ROSEDALE NURSERIES INC,ROSEDALE NURSERIES INC,845-255-8874,542,SAND HILL ROAD,,,GARDINER,NY,12525,"{'type': 'Point', 'coordinates': [-74.16446700000002, 41.656357]}",969,2182,435
ORLEANS,340050,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GILMAN TIM,GILMAN TIM,585-406-0477,16305,RIDGE ROAD,,,HOLLEY,NY,14470,"{'type': 'Point', 'coordinates': [-78.06499600000001, 43.278379]}",240,626,501
NIAGARA,294197,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOHNSTON GREENHOUSE,JOHNSTON ELLEN,716-735-9160,8638,ERNEST ROAD,,,GASPORT,NY,14067,"{'type': 'Point', 'coordinates': [-78.54827100000001, 43.147803]}",522,2131,155
ONTARIO,645579,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FELLENZ FAMILY FARMS,ERIK FELLENZ AND JENNIFER FREDERICK,585-752-3982,1919,LESTER ROAD,,,PHELPS,NY,14532,"{'type': 'Point', 'coordinates': [-77.037079, 42.940254]}",370,2133,803
SUFFOLK,643867,Nursery Stock Only,10 Acres or Less,,MARBRI NURSERY LLC,PAUL USAK,631-586-2386,686,LONG ISLAND AVE,,,DEER PARK,NY,11729,"{'type': 'Point', 'coordinates': [-73.332577, 40.760444]}",1110,2179,1023
SUFFOLK,472406,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",WHITE POST PROPERTY LLC,WHITE POST PROPERTY LLC,631-427-3464,250,OLD COUNTRY ROAD,,,MELVILLE,NY,11746,"{'type': 'Point', 'coordinates': [-73.407905, 40.795477]}",1122,2179,1020
FULTON,173756,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-627-4260,,COUNTY ROUTE 107,,,HAGAMAN,NY,12086,"{'type': 'Point', 'coordinates': [-74.113317, 42.995555]}",1231,2085,379
ALBANY,13164,Greenhouse Stock Only,10 Acres or Less,,BRIZZELL'S FLOWERS,BRIZZELL WILLIAM A SR,518-783-3131,562,LOUDON ROAD,POB 33,,NEWTONVILLE,NY,12128,"{'type': 'Point', 'coordinates': [-73.75755560299996, 42.723308031000045]}",48,2030,834
SARATOGA,416065,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SCHUYLER FARMS,SCHUYLER FARMS,518-695-5308,1124,ROUTE 29,,,SCHUYLERVILLE,NY,12871,"{'type': 'Point', 'coordinates': [-73.601157, 43.108315]}",149,2141,995
MONROE,644125,Nursery Stock Only,10 Acres or Less,,PLANTS BY WATTS,WILLIE J WATTS,585-334-8199,16,STAGLEN DR,#154,,HENRIETTA,NY,14467,"{'type': 'Point', 'coordinates': [-77.618877, 43.037508]}",237,2093,546
DUTCHESS,645577,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WHITEFIELD FARM AND FOREST,GLENN WHITEFIELD,845-554-8313,4,OLD COUNTRY PLACE,,,HOPEWELL JUNCTION,NY,12533,"{'type': 'Point', 'coordinates': [-73.861553, 41.542833]}",976,2040,596
ESSEX,645019,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TANGLEROOT FARM,TANGLEROOT FARM,518-929-0300,1835,NYS RTE 22,,,ESSEX,NY,12936,"{'type': 'Point', 'coordinates': [-73.39715, 44.279796000000005]}",267,2084,444
LIVINGSTON,240883,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PALMITERS GARDEN NRSY,PALMITER MERLE,585-226-3073,2675,AVON GENESEO ROAD,,,AVON,NY,14414,"{'type': 'Point', 'coordinates': [-77.77025900000001, 42.871611]}",171,2091,748
CAYUGA,52603,Nursery Stock Only,11-100 Acres,,STILL MEADOW NURSERY INC,STILL MEADOW NURSERY INC,315-253-4496,,GRANT AVENUE-GATES ROAD,,,AUBURN,NY,13021,"{'type': 'Point', 'coordinates': [-76.558936, 42.92408]}",343,618,87
CATTARAUGUS,645611,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",KENNETH J LINDSTROM,KENNETH LINDSTROM,,,ROUTE 219,,,ASHFORD,NY,14171,"{'type': 'Point', 'coordinates': [-78.64129000000001, 42.420977]}",28,2034,371
MONTGOMERY,276820,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PICKLE HILL GREENHOUSE,ZOOK DANIEL E,518-993-3586,709,PICKLE HILL ROAD,,,FORT PLAIN,NY,13339,"{'type': 'Point', 'coordinates': [-74.692273, 42.938362]}",551,624,491
TIOGA,644354,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,303,BURHEIGHT GLENN RD,,,SPENCER,NY,14883,"{'type': 'Point', 'coordinates': [-76.527898, 42.225845]}",914,630,51
ERIE,645003,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,MARK SCHICHTEL,,,SOUTH VAUGHN STREET,,,SPRINGVILLE,NY,14141,"{'type': 'Point', 'coordinates': [-78.702261, 42.522613]}",5,2041,294
ONONDAGA,645553,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WHISKEY HOLLOW SPIRITS,MARLA BARTON AND KRISTEN MUNCY,,7496,KINGDOM ROAD,,,BALDWINSVILLE,NY,13027,"{'type': 'Point', 'coordinates': [-76.418044, 43.133374]}",346,2132,685
CATTARAUGUS,645187,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",EMANUEL GIRAD JR.,EMANUEL GIROD JR.,,11221,FITCH FARM ROAD,,,FREEDOM,NY,14065,"{'type': 'Point', 'coordinates': [-78.204916, 42.487501]}",520,2031,462
NIAGARA,295975,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",A-1 LAND CARE INC,A-1 LANDCARE INC,716-754-4999,1527,RIDGE ROAD,,,LEWISTON,NY,14092,"{'type': 'Point', 'coordinates': [-78.97556, 43.180421]}",534,2131,164
SUFFOLK,472366,Combined Nursery and Greenhouse,101 Acres or More,"2,001-20,000 SqFt of Glass",HALF HOLLOW NURSERY INC,HALF HOLLOW NURSERY INC,631-667-4400,2120,MAIN ROAD,,,LAUREL,NY,11948,"{'type': 'Point', 'coordinates': [-72.561001, 40.969013]}",1606,2179,1012
CLINTON,90884,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ERNIES FLORIST & GREENHOUSE,BARCOMB ERNEST L,518-236-5373,353,IRONA RD,,,ALTONA,NY,12910,"{'type': 'Point', 'coordinates': [-73.687035, 44.902875]}",204,2038,15
ORLEANS,645648,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOOD EARTH FARMS,JAMES & HEATHER TABOR,716-432-3160,14007,PARK AVENUE,,,WATERPORT,NY,14571,"{'type': 'Point', 'coordinates': [-78.212338, 43.338484]}",170,626,505
WYOMING,562819,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",3 SEASONS MARKET,MANN CINDY,585-689-4842,6545,STATE ROUTE 19A,,,PORTAGEVILLE,NY,14536,"{'type': 'Point', 'coordinates': [-78.067581, 42.58291400000001]}",373,2186,398
CORTLAND,115805,Nursery Stock Only,11-100 Acres,,HAWKS WING TREE FARM,BARYLSKI MICHAEL,607-745-9045,2616,AMES ROAD,,,CORTLAND,NY,13045,"{'type': 'Point', 'coordinates': [-76.102955, 42.611754]}",640,620,777
ERIE,144883,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",LILAC CREEK NURSERY INC,LILAC CREEK NURSERY INC,716-337-2260,10311,MILE BLOCK ROAD,,,NORTH COLLINS,NY,14111,"{'type': 'Point', 'coordinates': [-78.957286, 42.600228]}",938,2041,301
DUTCHESS,644666,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",VANSCOTT FARMS,VANESSA COOKE CASE AND SCOTT A. CASE,845-629-6650,683,VAN WAGNER ROAD,,,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.862048, 41.732585]}",1022,2040,587
SUFFOLK,645132,Nursery Stock Only,10 Acres or Less,,SOUTH FORK GARDENING & LANDSCAPING INC,JOSEPH KIRBY,631-283-6173,173,SANDY HOLLOW ROAD,,,SOUTHAMPTON,NY,11968,"{'type': 'Point', 'coordinates': [-72.41018300000002, 40.91035]}",1130,2179,1013
COLUMBIA,104982,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ALTOBELLI FAMILY FARM,ALTOBELLI JOHN & BECKY,518-758-1806,1202,OLD POST ROAD,,,KINDERHOOK,NY,12106,"{'type': 'Point', 'coordinates': [-73.69613500000001, 42.374134]}",1239,619,514
SCHUYLER,644121,Nursery Stock Only,10 Acres or Less,,DENNIS W MANN,DENNIS W MANN,607-594-2688,2053,COUNTY ROAD 10,,,ALPINE,NY,14805,"{'type': 'Point', 'coordinates': [-76.758058, 42.332927]}",1752,2143,648
WASHINGTON,645654,Combined Nursery and Greenhouse,101 Acres or More,"2,001-20,000 SqFt of Glass",GREENTHUMB NURSERY & COUNTRY STORE INC,ROBIN DURNAN,518-639-4500,5699,ROUTE 4,,,FORT ANN,NY,12827,"{'type': 'Point', 'coordinates': [-73.489476, 43.408268]}",91,2184,727
ULSTER,512144,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MOHONK MOUNTAIN HOUSE,SMILEY BROTHERS INC,845-256-2152,1000,MOUNTAIN REST ROAD,,,NEW PALTZ,NY,12561,"{'type': 'Point', 'coordinates': [-74.135634, 41.779341]}",989,2182,416
CAYUGA,644189,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DARATT FARMS,DARATT FARMS,,,RTE 104,,,STERLING,NY,13156,"{'type': 'Point', 'coordinates': [-76.667107, 43.333556]}",693,618,68
ESSEX,644321,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JUNIPER HILL FARM,HAINER ADAM,518-524-5652,82,LOUKES LANE,,,WESTPORT,NY,12993,"{'type': 'Point', 'coordinates': [-73.46924600000001, 44.245185]}",338,2084,444
STEUBEN,644359,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,8511,STEVENS RD,,,LINDLEY,NY,14858,"{'type': 'Point', 'coordinates': [-77.199196, 42.044180000000004]}",1791,2178,28
ORANGE,333780,Nursery Stock Only,101 Acres or More,,DEBUCKS SOD FARM OF NY,DEBUCKS SOD FARM OF NY INC,845-258-4131,,INC - GLENWOOD ROAD,,,PINE ISLAND,NY,10969,"{'type': 'Point', 'coordinates': [-74.486965, 41.292249]}",1554,2134,885
SUFFOLK,476392,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WAINSCOTT FARMS INC,WAINSCOTT FARMS INC,631-537-1440,3,INDUSTRIAL ROAD,,,WAINSCOTT,NY,11975,"{'type': 'Point', 'coordinates': [-72.244242, 40.957148]}",1135,2179,1021
GREENE,194032,Nursery Stock Only,10 Acres or Less,,LILLIES OF FIELD PERRENIALS & GIFT SHOP,GALLODORO DOLORES,518-299-3637,417,BARNEY MOORE ROA,,,PRATTSVILLE,NY,12468,"{'type': 'Point', 'coordinates': [-74.42334996299996, 42.29533001900006]}",260,2087,751
LEWIS,234385,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BLOSSOMS N BLOOMS ETC,EARL DEBORAH,315-397-2712,6004,JAMES STREET,,,CONSTABLEVILLE,NY,13325,"{'type': 'Point', 'coordinates': [-75.422058, 43.567014]}",539,623,610
SENECA,645116,Nursery Stock Only,10 Acres or Less,,DANBY FARMS,JEANINE HUBER AND GERARD DUNPHY,607-319-6085,6128,STATE ROUTE 89,,,ROMULUS,NY,14541,"{'type': 'Point', 'coordinates': [-76.76482, 42.728797]}",376,2144,578
WAYNE,544401,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MITCHELL CATHERINE,MITCHELL CATHERINE,239-464-8828,13550,RIDGE ROAD,,,RED CREEK,NY,13143,"{'type': 'Point', 'coordinates': [-76.742712, 43.223642]}",684,631,625
ONONDAGA,645643,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",PONTOS GREENHOUSES LLC,PATRICK PONTO JR,315-635-3387,1420,CONNERS ROAD,,,BALDWINSVILLE,NY,13027,"{'type': 'Point', 'coordinates': [-76.405119, 43.127892]}",346,2132,685
ONEIDA,300712,Nursery Stock Only,11-100 Acres,,MASSOUDS TREE FARM INC,MASSOUDS TREE FARM INC,315-737-5011,9716,ROBERTS ROAD,,,SAUQUOIT,NY,13456,"{'type': 'Point', 'coordinates': [-75.250672, 43.029491]}",1371,625,921
WASHINGTON,534871,Nursery Stock Only,10 Acres or Less,,SLATE HILL FARM,BARNES CRAIG AND MARY,518-854-7460,203,EAST BROADWAY,,,SALEM,NY,12865,"{'type': 'Point', 'coordinates': [-73.313915, 43.179312]}",146,2184,717
CATTARAUGUS,644978,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TANDAMITI LLC,HENRY MILLER,716-532-3421,12642,PLANCK ROAD,,,PERRYSBURG,NY,14129,"{'type': 'Point', 'coordinates': [-79.034557, 42.501203]}",1104,2034,345
CHAUTAUQUA,645613,Combined Nursery and Greenhouse,,"2,001-20,000 SqFt of Glass",M&R GREENHOUSE & FARM LLC,ROGER C STRAWSER & MARY A STRAWSER,716-672-8849,3426,ROUTE 20,,,DUNKIRK,NY,14048,"{'type': 'Point', 'coordinates': [-79.28346802399994, 42.46248298000006]}",508,2035,201
MONROE,261710,Nursery Stock Only,10 Acres or Less,,R J SCHICKLER NURSERY,SCHICKLER R J INC,585-746-3393,820,CHILI SCOTTSVILLE RD,,,SCOTTSVILLE,NY,14546,"{'type': 'Point', 'coordinates': [-77.781082, 43.054305]}",404,2093,552
SUFFOLK,470897,Nursery Stock Only,11-100 Acres,,DRIFTWOOD FARMS LLC,MEZYNIESKI STEVEN & GRETCHEN,631-204-0001,35675,MAIN ROAD,,,ORIENT,NY,11957,"{'type': 'Point', 'coordinates': [-72.260671, 41.148185]}",1640,,1012
TOMPKINS,644539,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ITHACA ORCHID GARDEN INC,ITHACA ORCHID GARDEN,607-222-6758,1274,DRYDEN ROAD,,,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.412542, 42.466639]}",1786,2181,712
CHEMUNG,644707,Nursery Stock Only,10 Acres or Less,,LIZZIE'S GARDEN,ELIZABETH HOLLOWAY,607-398-4321,514,WEST WATER STREET,,,ELMIRA,NY,14905,"{'type': 'Point', 'coordinates': [-76.817283, 42.085]}",929,2036,485
WESTCHESTER,550213,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WHISPERING PINE GARDEN CENTER AND FLORIST INC,WHISPERING PINE NUR&FLST INC,914-248-7444,1,WINDSOR RD,,,YORKTOWN HEIGHTS,NY,10598,"{'type': 'Point', 'coordinates': [-73.778892, 41.337446]}",1352,2185,950
SUFFOLK,474868,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PECONIC RIVER HERB FARM,SPINDLER CHRISTINA,631-369-0058,2749,RIVER ROAD,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.752076, 40.904328]}",1607,2179,1017
MONROE,262806,Nursery Stock Only,10 Acres or Less,,ROCHESTER DAHLIA SOCTY,ROCHESTER DAHLIA SOCTY,585-750-0358,,PO BOX 23042,,,ROCHESTER,NY,14692,"{'type': 'Point', 'coordinates': [-77.612547, 43.155708]}",1673,2093,537
PUTNAM,644257,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",HAVILAND FARM LLC,PROSPERO JOSEPH,,721 & 741,E BRANCH RD,,,PATTERSON,NY,12563,"{'type': 'Point', 'coordinates': [-73.564974, 41.470568]}",990,627,101
ERIE,645356,Nursery Stock Only,10 Acres or Less,,W&J AWALD FARMS INC,WESLEY AND JAMIE AWALD,716-337-2608,10175,MILEBLOCK ROAD,,,NORTH COLLINS,NY,14111,"{'type': 'Point', 'coordinates': [-78.957262, 42.60401400000001]}",938,2041,301
ST. LAWRENCE,403807,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",NEVER TIRE FARM,BOWDISH RAYMOND P,315-379-0908,496,MURPHY ROAD,,,LISBON,NY,13658,"{'type': 'Point', 'coordinates': [-75.2901, 44.681318]}",1581,2140,325
ONONDAGA,644712,Nursery Stock Only,10 Acres or Less,,MARK PIRAINO,MARK PIRAINO,315-720-2030,3306,OAK BROOK ROAD,,,BALDWINSVILLE,NY,13027,"{'type': 'Point', 'coordinates': [-76.282144, 43.176666]}",346,2132,697
ULSTER,514726,Nursery Stock Only,10 Acres or Less,,W&K SPLIT RAIL NURSERY & TREE FARM,MINARD WILLIAM R,845-795-5643,346,MAHONEY ROAD,,,MILTON,NY,12547,"{'type': 'Point', 'coordinates': [-73.985394, 41.679831]}",984,2182,421
MONROE,645573,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",REDMONT NURSERY LLC,DAVID RYDER,585-473-4122,48,EASTLAND AVENUE,,,ROCHESTER,NY,14618,"{'type': 'Point', 'coordinates': [-77.575853, 43.131987]}",1677,2093,553
OSWEGO,351676,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SCHADER FARMS,SCHADER DAVID A,315-820-4240,82,GRANT ROAD,,,WILLIAMSTOWN,NY,13493,"{'type': 'Point', 'coordinates': [-75.893328, 43.417989000000006]}",1396,2135,229
WYOMING,567238,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE GREENERY,SCOTT DARLENE,585-457-3022,5579,MICHIGAN ROAD,,,ARCADE,NY,14009,"{'type': 'Point', 'coordinates': [-78.447205, 42.622546]}",485,2186,397
ERIE,645380,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LITTLE SISTER CREEK FARMS,THOMAS E. OHNMEISS,716-435-6578,6085,SMITH ROAD,,,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.869607, 42.722833]}",527,2041,289
ERIE,644347,Nursery Stock Only,10 Acres or Less,,CHESTNUT RIDGE NURSERY INC,SMITH ROBERT A,716-725-8043,225,CRESCENT DRIVE,,,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.752524, 42.752364]}",956,2041,282
STEUBEN,463684,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BENNETTS FARM MARKET & GREENHOUSES,BENNETT THERESA A,607-324-1216,2200,ROUTE 21,,,HORNELL,NY,14843,"{'type': 'Point', 'coordinates': [-77.670904, 42.363292]}",1782,2178,31
ALLEGANY,645439,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DANIEL J. MILLER,DANIEL J. MILLER,585-567-2744,11331,HODNETT ROAD,,,FILLMORE,NY,14735,"{'type': 'Point', 'coordinates': [-78.182436, 42.495469]}",1713,2031,455
LEWIS,643985,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BUSH GARDENS,MARGARET C LOY,315-783-8642,10371,NYS RT 26,,,CARTHAGE,NY,13619,"{'type': 'Point', 'coordinates': [-75.58631497199998, 43.91610598800003]}",1480,623,608
